EMPLOYER	JOB TITLE	BASE SALARY	LOCATION	SUBMIT DATE	START DATE
REVEL IT INC	QA LEAD TEST DEVELOPER	116,000	LEWIS CENTER, OH	01/10/2023	04/19/2023
2K VEGAS INC	QA LOCALIZATION LEAD	60,000	LAS VEGAS, NV	08/07/2023	08/21/2023
2K VEGAS INC	QA LOCALIZATION LEAD	60,000	LAS VEGAS, NV	08/01/2023	08/21/2023
BARCLAYS CAPITAL INC	QA MACRO RATES MUNI VP	235,000	NEW YORK, NY	06/01/2023	07/01/2023
CDRP TECHNOLOGIES LLC	QA MANAGER	94,980	PRINCETON, NJ	06/15/2023	10/01/2023
UNIQUE TECHNOLOGY GROUP CORP	QA MANAGER	96,000	SPRINGFIELD, VA	06/21/2023	10/01/2023
TECHWAVE CONSULTING INC	QA MANAGER	70,000	PLANO, TX	04/07/2023	04/17/2023
TECHWAVE CONSULTING INC	QA MANAGER	70,000	PLANO, TX	04/11/2023	04/17/2023
APPCO PHARMA LLC	QA MANAGER	80,000	PISCATAWAY, NJ	04/12/2023	06/02/2023
REVATURE LLC	QA MANAGER	94,058	RESTON, VA	09/01/2023	10/01/2023
RISING PHARMA HOLDINGS INC	QA MANAGER	95,160	EAST BRUNSWICK, NJ	07/11/2023	07/18/2023
RISING PHARMA HOLDINGS INC	QA MANAGER	95,160	EAST BRUNSWICK, NJ	07/11/2023	07/17/2023
CITIUSTECH INC	QA MANAGER	96,900	EWING, NJ	09/20/2023	09/27/2023
IBM CORPORATION	QA MANAGER	98,779	TORRANCE, CA	04/20/2023	04/27/2023
PHOTON INFOTECH INC	QA MANAGER	98,842	BUFFALO GROVE, IL	07/07/2023	07/18/2023
INNOVA SOLUTIONS INC	QA MANAGER	99,549	PISCATAWAY, NJ	08/17/2023	10/01/2023
VENTIV TECHNOLOGY INC	QA MANAGER	100,000	ATLANTA, GA	02/14/2023	08/03/2023
TAILSTORM HEALTH INC	QA MANAGER	103,646	CHANDLER, AZ	06/14/2023	10/01/2023
SLK AMERICA INC	QA MANAGER	105,060	PLANO, TX	03/16/2023	03/23/2023
LOS ANGELES CAPITAL MANAGEMENT LLC	QA MANAGER	106,184	LOS ANGELES, CA	08/09/2023	08/30/2023
LOS ANGELES CAPITAL MANAGEMENT LLC	QA MANAGER	106,500	LOS ANGELES, CA	08/16/2023	09/06/2023
GRATITURE SOLUTIONS LLC	QA MANAGER	120,000	FRISCO, TX	03/19/2023	03/22/2023
GRATITURE SOLUTIONS LLC	QA MANAGER	120,000	FRISCO, TX	03/06/2023	03/13/2023
ITALENT CORPORATION	QA MANAGER	120,000	CAMPBELL, CA	05/10/2023	10/01/2023
AINS LLC	QA MANAGER	122,262	WASHINGTON, DC	01/10/2023	01/17/2023
SLT LENDING SPV INC	QA MANAGER	125,000	CROWN POINT, IN	08/01/2023	08/14/2023
PROLIFICS INC	QA MANAGER	126,422	SAN FRANCISCO, CA	04/24/2023	09/16/2023
VERANOVA LP	QA MANAGER	130,000	DEVENS, MA	05/10/2023	05/11/2023
TREND MICRO INC	QA MANAGER	133,661	AUSTIN, TX	02/16/2023	07/28/2023
INFOSTRETCH CORPORATION	QA MANAGER	135,803	FOSTER CITY, CA	01/19/2023	07/01/2023
THE CHILDREN'S PLACE SERVICES COMPANY LLC	QA MANAGER	140,000	SECAUCUS, NJ	09/05/2023	03/01/2024
DOLBY LABORATORIES INC	QA MANAGER	141,378	SUNNYVALE, CA	04/11/2023	08/25/2023
ATHEER INC	QA MANAGER	150,000	MOUNTAIN HOUSE, CA	06/02/2023	12/02/2023
UVNV INC	QA MANAGER	158,250	DUBLIN, CA	07/07/2023	07/17/2023
MOJIO USA INC	QA MANAGER	173,451	CAMPBELL, CA	06/02/2023	10/02/2023
ASPIRATION PARTNERS INC	QA MANAGER	185,000	MARINA DEL REY, CA	01/30/2023	07/25/2023
NVIDIA CORPORATION	QA MANAGER	188,781	SANTA CLARA, CA	08/17/2023	08/21/2023
NVIDIA CORPORATION	QA MANAGER	199,816	SANTA CLARA, CA	02/22/2023	08/15/2023
MYVEST CORPORATION	QA MANAGER	200,000	SAN FRANCISCO, CA	01/18/2023	02/02/2023
TOUCHSTONE IT SOLUTIONS LLC	QA MANAGER MICRO STRATEGY SUPPORT SPECIALIST	114,000	WHITE PLAINS, NY	01/26/2023	02/06/2023
CREATIVE TEAM LLC	QA MANAGER PBM SME	70,886	FARMERS BRANCH, TX	07/19/2023	07/19/2023
SLK AMERICA INC	QA MANAGER TESTER	86,170	CHICAGO, IL	04/25/2023	05/02/2023
NUMERIC TECHNOLOGIES INC	QA MANUAL AND AUTOMATION LEAD	160,000	AUSTIN, TX	08/17/2023	08/17/2023
USG INC	QA MANUAL AUTOMATION TEST ENGINEER	71,115	DUBLIN, OH	06/16/2023	10/01/2023
JPC TECHNO INC	QA MANUAL AUTOMATION TESTER	80,000	OAK BROOK, IL	02/27/2023	03/06/2023
ND GLOBAL CONSULTING SERVICES INC	QA MANUFACTURING CONSULTANT	108,000	TROY, NY	04/25/2023	05/08/2023
BCVS GROUP	QA MANUFACTURING TECHNICAL WRITER	65,960	BLOOMINGTON, IN	09/21/2023	09/27/2023
VASTEK INC	QA MANUFACTURING TECHNICAL WRITER	78,740	BLOOMINGTON, IN	09/18/2023	09/25/2023
AXON NETWORKS INC	QA NETWORKING ENGINEER	110,000	DENVER, CO	07/27/2023	08/03/2023
SLK AMERICA INC	QA ONSITE	82,200	MEMPHIS, TN	02/01/2023	02/08/2023
MODULAR MINING SYSTEMS INC	QA OPERATIONS RESEARCH ENGINEER II	110,000	TUCSON, AZ	05/12/2023	10/01/2023
KITE PHARMA INC	QA OPERATIONS SPECIALIST II	89,378	EL SEGUNDO, CA	02/24/2023	08/24/2023
DEV SYSTEMS INC	QA PERFORMANCE ENGINEER	58,656	EXTON, PA	05/18/2023	10/01/2023
DEETA IT SOLUTIONS INC	QA PERFORMANCE TESTER	97,053	EDISON, NJ	05/19/2023	05/29/2023
CIGNITI TECHNOLOGIES INC	QA PORTFOLIO LEAD	81,499	DALLAS, TX	08/05/2023	11/25/2023
WORLD FUEL SERVICES INC	QA PRINCIPAL I	128,800	TAMPA, FL	06/15/2023	06/19/2023
AUROLIFE PHARMA LLC	QA PRODUCT COMPLIANCE SPECIALIST	80,830	DAYTON, NJ, NJ	09/06/2023	11/16/2023
ABBOTT DIAGNOSTICS SCARBOROUGH INC	QA PRODUCT SUPPORT SPECIALIST	96,000	SOUTH PORTLAND, ME	07/18/2023	07/26/2023
ABBOTT DIAGNOSTICS SCARBOROUGH INC	QA PRODUCT SUPPORT SPECIALIST	96,000	SOUTH PORTLAND, ME	07/21/2023	08/02/2023
PENUMBRA INC	QA PRODUCT SURVEILLANCE SPECIALIST III	80,413	ALAMEDA, CA	02/24/2023	08/15/2023
PENUMBRA INC	QA PRODUCT SURVEILLANCE SPECIALIST III	99,278	ALAMEDA, CA	02/24/2023	08/26/2023
SAGGEZZA INC	QA PROGRAM MANAGER	108,250	DALLAS, TX	05/01/2023	05/10/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	86,611	PITTSBURGH, PA	09/12/2023	10/01/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	91,291	PLANO, TX	04/14/2023	10/01/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	98,842	CHICAGO, IL	09/12/2023	10/01/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	105,000	COLUMBUS, OH	09/21/2023	10/02/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	105,000	SAN ANTONIO, TX	06/05/2023	06/12/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	109,490	PLANO, TX	01/04/2023	01/12/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	113,000	TAMPA, FL	09/11/2023	09/18/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	115,000	PLANO, TX	09/08/2023	09/15/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	115,800	APEX, NC	07/14/2023	07/24/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	120,350	PLANO, TX	05/02/2023	05/10/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	120,350	CHICAGO, IL	02/03/2023	02/13/2023
VIRTUSA CORPORATION	QA PROJECT MANAGER 3	121,285	NEW YORK, NY	07/21/2023	07/31/2023
TECHNOGEN INC	QA QC ANALYST	100,400	FREDERICK, MD	08/25/2023	08/25/2023
RHOMBUS POWER INC	QA QC ENGINEER	100,360	WASHINGTON, DC	08/27/2023	09/10/2023
HARRIS ST PAUL INC	QA QC SPECIALIST	64,251	ST. PAUL, MN	05/12/2023	10/01/2023
ADI PROJECT SERVICES INC	QA QC STRUCTURAL INSPECTOR	68,640	WASHINGTON, DC	09/11/2023	10/01/2023
VIANT MEDICAL LLC	QA REGULATORY AFFAIRS MANAGER	146,016	WILMINGTON, MA	07/05/2023	01/01/2024
VIANT MEDICAL LLC	QA REGULATORY AFFAIRS MANAGER	146,016	WILMINGTON, MA	07/05/2023	01/01/2024
VERVEBA TELECOM LLC	QA RF DEVICE TEST ENGINEER	112,000	BELLEVUE, WA	07/06/2023	07/06/2023
ASCENT PHARMACEUTICALS INC	QA SCIENTIST	155,000	CENTRAL ISLIP, NY	03/23/2023	09/15/2023
PROMEGA CORPORATION	QA SCIENTIST 3	76,161	FITCHBURG, WI	09/14/2023	11/20/2023
EVARIC PHARMACEUTICALS INC	QA SCIENTIST SPECIALIST	125,000	HAUPPAUGE, NY	09/13/2023	09/18/2023
STAFFBEE SOLUTIONS INC	QA SDET	91,291	FARMERS BRANCH, TX	01/04/2023	01/11/2023
TEKSKILLS INC	QA SDET SR. QA ANALYST	80,060	CUMBERLAND, RI	03/02/2023	03/13/2023
MEDABLE INC	QA SENIOR AUTOMATION ENGINEER	140,595	FUQUAY-VARINA, NC	02/15/2023	03/31/2023
INTELLECTT INC	QA SHOP FLOOR COMPLIANCE	86,000	RENSSELAER, NY	06/06/2023	06/14/2023
INTELLECTT INC	QA SHOP FLOOR COMPLIANCE	104,000	RENSSELAER, NY	04/25/2023	05/03/2023
INTELLECTT INC	QA SHOP FLOOR COMPLIANCE	106,000	RENSSELAER, NY	06/02/2023	06/12/2023
VASTEK INC	QA SHOP FLOOR COMPLIANCE SPECIALIST	83,520	RENSSELAER, NY	04/19/2023	05/01/2023
ORACLE AMERICA INC	QA SNR MANAGER-PRODDEV	174,536	BURLINGTON, MA	05/15/2023	11/01/2023
EVEREST TECHNOLOGIES INC	QA SOFTWARE DEVELOPER	100,000	MIAMISBURG, OH	03/16/2023	05/17/2023
VERVEBA TELECOM LLC	QA SOFTWARE DEVELOPMENT ENGINEER	115,000	BELLEVUE, WA	06/08/2023	10/13/2023
CLIENT FOCUS LLC	QA SOFTWARE DEVELOPMENT ENGINEER	120,000	WOBURN, MA	05/25/2023	10/23/2023
BIRDI INC	QA SOFTWARE ENGINEER	65,083	NOVI, MI	02/01/2023	03/09/2023
NETBRAIN TECHNOLOGIES INC	QA SOFTWARE ENGINEER	107,312	BURLINGTON, MA	02/01/2023	07/28/2023
BRAIN CORPORATION	QA SOFTWARE ENGINEER II	94,500	SAN DIEGO, CA	04/11/2023	10/01/2023
DENKEN SOLUTIONS INC	QA SOFTWARE TESTER	78,000	FOUNTAIN VALLEY, CA	06/08/2023	10/01/2023
VASTEK INC	QA SPECIALIST	86,000	HARMANS, MD	04/17/2023	10/01/2023
THE VERITAS HEALTHCARE SOLUTIONS LLC	QA SPECIALIST	90,200	NORWOOD, MA	06/22/2023	10/01/2023
UNITED PHARMA TECHNOLOGIES INC	QA SPECIALIST	100,000	HICKSVILLE, NY	08/10/2023	08/18/2023
UNITED PHARMA TECHNOLOGIES INC	QA SPECIALIST	110,000	NORWOOD, MA	01/31/2023	02/08/2023
UNITED PHARMA TECHNOLOGIES INC	QA SPECIALIST	112,000	LA VERNE, CA	05/19/2023	10/01/2023
IT MINDS LLC	QA SPECIALIST	72,280	MEMPHIS, TN	03/29/2023	04/06/2023
GILEAD SCIENCES INC	QA SPECIALIST	80,413	FOSTER CITY, CA	02/03/2023	08/01/2023
EVEREST INFOTECH LLC	QA SPECIALIST	86,611	WASHINGTON DC, DC	03/14/2023	03/20/2023
C2S TECHNOLOGIES INC	QA SPECIALIST	90,459	OCEANSIDE, CA	06/16/2023	10/01/2023
IT MINDS LLC	QA SPECIALIST	94,141	NORWOOD, MA	07/26/2023	08/03/2023
MINDSYS INC	QA SPECIALIST	113,110	SAN MATEO, CA	03/17/2023	03/27/2023
HAVIX GROUP INC	QA SPECIALIST II	80,000	HOSCHTON, GA	04/12/2023	06/05/2023
HAVIX GROUP INC	QA SPECIALIST II	80,000	HOSCHTON, GA	04/13/2023	07/31/2023
FESPRO INTERNATIONAL CORPORATION	QA SR. ENGINEER	138,000	IRVINE, CA	07/10/2023	07/17/2023
FRONTAGE LABORATORIES INC	QA STATISTICIAN	57,325	EXTON, PA	05/12/2023	10/01/2023
PENN LIFE SCIENCES LLC	QA SUPERVISOR	89,000	LANGHORNE, PA	03/01/2023	03/13/2023
ARTIUS SOLUTIONS LLC	QA SYSTEM TESTING ENGINEER	71,000	OMAHA, NE	05/31/2023	10/01/2023
YASH & LUJAN CONSULTING INC	QA SYSTEMS ANALYST	82,000	SAN ANTONIO, TX	06/23/2023	07/06/2023
PROLIFICS INC	QA TECH LEAD	80,000	IRVING, TX	04/24/2023	09/01/2023
PROLIFICS INC	QA TECH LEAD	82,000	DETROIT, MI	08/10/2023	09/24/2023
PROLIFICS INC	QA TECH LEAD	84,616	ARLINGTON, TX	04/14/2023	04/24/2023
PROLIFICS INC	QA TECH LEAD	89,110	OLIVE BRANCH, MS	03/23/2023	05/25/2023
PROLIFICS INC	QA TECH LEAD	89,690	SANTA ANA, CA	08/21/2023	10/01/2023
PROLIFICS INC	QA TECH LEAD	97,053	KEARNY, NJ	04/07/2023	04/24/2023
PROLIFICS INC	QA TECH LEAD	108,347	PALO ALTO, CA	01/17/2023	01/30/2023
PROLIFICS INC	QA TECH LEAD	108,347	FREMONT, CA	01/18/2023	01/30/2023
PROLIFICS INC	QA TECH LEAD	112,066	DUBLIN, CA	04/05/2023	04/17/2023
COYOTE LOGISTICS LLC	QA TECHNICAL LEAD	110,000	MELISSA, TX	01/23/2023	02/15/2023
COYOTE LOGISTICS LLC	QA TECHNICAL LEAD	110,366	CHICAGO, IL	05/31/2023	06/19/2023
MERITEK INC	QA TECHNICAL SALES ENGINEER	57,520	LAWRENCEVILLE, NJ	06/01/2023	10/01/2023
7-ELEVEN INC	QA TECNICAL LEAD	108,202	IRVING, TX	04/04/2023	04/10/2023
FINACLE SOFT INC	QA TEST ANALYST	83,845	MOORESVILLE, NC	03/23/2023	09/20/2023
FORGE TECHNOLOGIES INC	QA TEST ANALYST	99,549	EDISON, NJ	08/18/2023	10/01/2023
ECLINICALWORKS LLC	QA TEST ANALYST	103,300	WESTBOROUGH, MA	03/09/2023	09/08/2023
BI LABS INC	QA TEST ANALYST  AUTOMATION DEVELOPER	90,480	CHANDLER, AZ	07/18/2023	07/31/2023
CIGNITI TECHNOLOGIES INC	QA TEST AUTOMATION ENGINEER	98,904	DALLAS, TX	05/25/2023	10/01/2023
COD CORES INC	QA TEST AUTOMATION ENGINEER QUALITY ANALYST I	119,346	SAINT LOUIS, MO	04/27/2023	09/05/2023
HEALTH CATALYST INC	QA TEST DESIGN ENGINEER	117,166	CUMMING, GA	08/28/2023	02/18/2024
INTERNATIONAL BUSINESS MACHINES CORPORATION	QA TEST DEVELOPER	113,110	SAN JOSE, CA	01/04/2023	01/18/2023
IBM CORPORATION	QA TEST DEVELOPER	118,343	BROOKHAVEN, GA	03/17/2023	03/27/2023
LILLI TECHNOLOGY LLC	QA TEST ENGINEER	71,520	PLANO, TX	06/07/2023	10/01/2023
QUANTERIAN LLC	QA TEST ENGINEER	72,400	PHILADELPHIA, PA	05/17/2023	10/01/2023
BINARYQUEST INC	QA TEST ENGINEER	95,720	BERKELEY HEIGHTS, NJ	09/21/2023	09/28/2023
DVG TECH SOLUTIONS LLC	QA TEST ENGINEER	97,500	PLANO, TX	05/11/2023	05/19/2023
PINNACLE TECHNICAL RESOURCES INC	QA TEST ENGINEER	100,000	EL SEGUNDO, CA	06/14/2023	07/01/2023
SAPPHIRE SOFTWARE SOLUTIONS INC	QA TEST ENGINEER	70,000	OMAHA, NE	04/25/2023	04/26/2023
WIZARD TECH SOLUTIONS INC	QA TEST ENGINEER	74,381	MISSOURI, MO	06/27/2023	07/05/2023
VIZION TECHNOLOGIES LLC	QA TEST ENGINEER	79,269	LIVERMORE, CA	03/23/2023	03/23/2023
SOURCE MANTRA INC	QA TEST ENGINEER	80,000	EL SEGUNDO, CA	06/07/2023	06/09/2023
VKAAS LLC	QA TEST ENGINEER	80,652	LISLE, IL	04/11/2023	10/01/2023
PYRAMID TECHNOLOGY SOLUTIONS INC	QA TEST ENGINEER	81,328	PLANO, TX	07/28/2023	08/14/2023
CONTRIVE SOLUTIONS INC	QA TEST ENGINEER	83,000	BROOMFIELD, CO	06/06/2023	06/21/2023
TROR LLC	QA TEST ENGINEER	86,611	PLANO, TX	06/07/2023	06/19/2023
VKAAS LLC	QA TEST ENGINEER	86,859	LISLE, IL	04/11/2023	10/01/2023
VKAAS LLC	QA TEST ENGINEER	92,160	LISLE, IL	02/22/2023	02/27/2023
ARTESIA SOFT INC	QA TEST ENGINEER	98,509	MOUNTAIN VIEW, CA	08/30/2023	08/30/2023
ALLIED BUSINESS CONSULTING INC	QA TEST ENGINEER	99,549	SOMERSET, NJ	08/03/2023	08/21/2023
VIZION TECHNOLOGIES LLC	QA TEST ENGINEER	102,835	LIVERMORE, CA	03/21/2023	03/21/2023
ONEPLUS USA CORP	QA TEST ENGINEER	110,000	IRVING, TX	07/18/2023	10/15/2023
L&T TECHNOLOGY SERVICES LIMITED	QA TEST ENGINEER	128,000	MOUNTAIN VIEW, CA	09/04/2023	09/11/2023
L&T TECHNOLOGY SERVICES LIMITED	QA TEST ENGINEER	128,000	SAN JOSE, CA	08/18/2023	08/25/2023
L&T TECHNOLOGY SERVICES LIMITED	QA TEST ENGINEER	141,107	MOUNTAIN VIEW, CA	09/06/2023	09/13/2023
MPHASIS CORPORATION	QA TEST ENGINEER ENGINEER II	104,000	WESTLAKE, TX	04/04/2023	04/12/2023
MPHASIS CORPORATION	QA TEST ENGINEER I	60,550	SPRING, TX	05/23/2023	08/21/2023
MPHASIS CORPORATION	QA TEST ENGINEER I	64,334	SPRING, TX	09/11/2023	10/01/2023
MPHASIS CORPORATION	QA TEST ENGINEER I	76,000	COLLIERVILLE, TN	09/07/2023	10/01/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	68,640	MEMPHIS, TN	03/02/2023	06/30/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	68,640	COLLIERVILLE, TN	03/06/2023	06/30/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	71,206	COLLIERVILLE, TN	08/17/2023	09/22/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	71,206	COLLIERVILLE, TN	08/22/2023	09/22/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	75,795	HOUSTON, TX	06/05/2023	06/13/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	79,414	BLOOMINGTON, MN	04/24/2023	05/08/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	85,000	LONE TREE, CO	05/05/2023	09/27/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	90,450	COLLIERVILLE, TN	03/10/2023	04/07/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	90,450	COLLIERVILLE, TN	03/13/2023	04/07/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	95,555	PROSPER, TX	09/19/2023	10/04/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	WESTLAKE, TX	01/04/2023	01/18/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	IRVING, TX	01/05/2023	01/18/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	COLORADO SPRINGS, CO	03/07/2023	03/27/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	COLORADO SPRINGS, CO	03/09/2023	03/27/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	TAYLORSVILLE, UT	06/08/2023	07/06/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	100,000	MIDVALE, UT	06/13/2023	07/06/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	102,835	SAN FRANCISCO, CA	06/09/2023	10/01/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	104,000	WESTLAKE, TX	04/05/2023	04/12/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	104,000	WESTLAKE, TX	04/05/2023	04/12/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	104,000	CHARLOTTE, NC	05/24/2023	06/05/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	104,000	JERSEY CITY, NJ	06/21/2023	06/29/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	110,000	COLUMBUS, OH	08/23/2023	08/29/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	112,299	SAN FRANCISCO, CA	09/11/2023	10/03/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	112,299	SAN FRANCISCO, CA	08/17/2023	10/03/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	117,771	SAN FRANCISCO, CA	08/31/2023	09/13/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	120,000	TAYLORSVILLE, UT	03/23/2023	04/25/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	120,000	MIDVALE, UT	03/27/2023	04/25/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	121,000	SAN FRANCISCO, CA	09/11/2023	09/27/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	124,200	COLLIERVILLE, TN	09/14/2023	10/01/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	126,000	FREMONT, CA	04/27/2023	05/15/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	126,000	SAN FRANCISCO, CA	05/08/2023	05/15/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	130,000	MANCHESTER, CT	01/26/2023	02/07/2023
MPHASIS CORPORATION	QA TEST ENGINEER II	130,000	COLLIERVILLE, TN	01/26/2023	02/07/2023
INDOTRONIX INTERNATIONAL CORPORATION	QA TEST ENGINEER LEAD	80,000	FARMERS BRANCH, TX	04/26/2023	05/01/2023
INDOTRONIX INTERNATIONAL CORPORATION	QA TEST ENGINEER LEAD	100,000	PITTSBURGH, PA	02/07/2023	02/20/2023
INDOTRONIX INTERNATIONAL CORPORATION	QA TEST ENGINEER LEAD	100,000	PITTSBURGH, PA	02/07/2023	02/20/2023
XL SOFTEK INC	QA TEST ENGINEER SPECIALIST	113,110	MOUNTAIN VIEW, CA	06/30/2023	07/30/2023
XENONINFOTEK INC	QA TEST LEAD	75,720	BENTONVILLE, AR	03/01/2023	03/01/2023
BEACON HILL STAFFING GROUP LLC	QA TEST LEAD	106,000	PARKER, CO	09/22/2023	10/23/2023
INNOVA SOLUTIONS INC	QA TEST LEAD	110,000	PHILADELPHIA, PA	02/24/2023	03/06/2023
NORGATE TECHNOLOGY INC	QA TEST LEAD	114,000	MIDDLEBURG HEIGHTS, OH	01/19/2023	03/01/2023
NORGATE TECHNOLOGY INC	QA TEST LEAD	114,000	MIDDLEBURG HEIGHTS, OH	01/19/2023	01/23/2023
IKNOWVATE TECHNOLOGIES INC	QA TEST LEAD	94,300	TROY, MI	01/19/2023	01/30/2023
CONQUEST CONSULTING LLC	QA TEST LEAD	95,701	AUSTIN, TX	07/17/2023	08/12/2023
CONQUEST CONSULTING LLC	QA TEST LEAD	95,701	AUSTIN, TX	07/17/2023	08/12/2023
SRNL INTERNATIONAL INC	QA TEST LEAD	100,000	FORT LEE, NJ	06/14/2023	10/01/2023
SAGITEC SOLUTIONS LLC	QA TEST LEAD	114,500	FOLSOM, CA	02/01/2023	07/24/2023
ATOS SYNTEL INC	QA TEST LEAD	118,000	AUBURN HILLS, MI	01/19/2023	01/26/2023
AVANI TECHNOLOGY SOLUTIONS INC	QA TEST LEAD ENGINEER	100,000	PITTSBURGH, PA	02/07/2023	02/20/2023
PUBLISHERS CLEARING HOUSE LLC	QA TEST MANAGER	118,518	JERICHO, NY	01/26/2023	02/10/2023
PUBLISHERS CLEARING HOUSE LLC	QA TEST MANAGER	118,518	JERICHO, NY	01/27/2023	02/10/2023
DW MATRIX INC	QA TEST MANAGER  DEVELOPER	108,181	QUINCY, MA	02/01/2023	08/01/2023
ARTESIA SOFT INC	QA TEST TRAINER INSTRUCTOR	58,178	ARTESIA, CA	08/31/2023	08/31/2023
MERITEK INC	QA TESTER	75,000	JERSEY CITY, NJ	05/23/2023	06/02/2023
CSI SOLUTIONS LLC	QA TESTER	82,620	ALPHARETTA, GA	07/18/2023	07/18/2023
HCL GLOBAL SYSTEMS INC	QA TESTER	87,040	ENOLA, PA	08/02/2023	10/01/2023
HAN IT STAFFING INC	QA TESTER	102,000	PISCATAWAY, NJ	05/12/2023	05/22/2023
IQUEST SOLUTIONS CORP	QA TESTER	60,000	PROSPER, TX	05/05/2023	10/01/2023
FIRST TEK INC	QA TESTER	63,731	GILBERT, AZ	06/16/2023	10/01/2023
CYBER INFOTECH LLC	QA TESTER	66,000	GRAND  RAPIDS, MI	04/19/2023	04/19/2023
R SYSTEMS INC	QA TESTER	66,000	FRISCO, TX	07/24/2023	08/01/2023
SAI SYNERGY INC	QA TESTER	66,186	SAN ANTONIO, TX	06/18/2023	10/01/2023
EVEREST CNSULTING GROUP INC	QA TESTER	67,101	SAINT LOUISE, MO	01/04/2023	01/04/2023
EVEREST CONSULTING GROUP INC	QA TESTER	67,101	SAINT LOUISE, MO	01/04/2023	01/04/2023
ACADIA TECHNOLOGIES INC	QA TESTER	70,037	CHARLOTTE,, NC	08/29/2023	09/05/2023
GLOBAL DATA TEK INC	QA TESTER	72,072	ALBANY, NY	06/13/2023	06/21/2023
SAI SYNERGY INC	QA TESTER	72,259	ARVADA, CO	09/05/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	74,250	BELTON, TX	05/09/2023	05/09/2023
INFRAPOD TECHNOLOGIES INC	QA TESTER	74,381	IRVING, TX	04/28/2023	10/01/2023
GLOBALTEK SYSTEMS LLC	QA TESTER	74,500	IRVING, TX	01/12/2023	01/23/2023
SOLUGENIX CORPORATION	QA TESTER	74,776	PHOENIX, AZ	08/16/2023	10/01/2023
COMPUNNEL SOFTWARE GROUP INC	QA TESTER	75,000	TROY, MI	06/27/2023	07/03/2023
R SYSTEMS INC	QA TESTER	75,000	FRISCO, TX	06/20/2023	06/21/2023
SMALLARC INC	QA TESTER	75,566	EDISON, NJ	04/24/2023	05/02/2023
TVISHA TECHNOLOGIES INC	QA TESTER	75,566	ISELIN, NJ	06/15/2023	10/01/2023
BROADRANGE TECHNOLOGIES INC	QA TESTER	75,600	TUSTIN, CA	01/24/2023	01/31/2023
BROADRANGE TECHNOLOGIES INC	QA TESTER	75,600	AVENEL, NJ	01/25/2023	02/01/2023
BROADRANGE TECHNOLOGIES INC	QA TESTER	75,600	AVENEL, NJ	02/21/2023	02/28/2023
3S BUSINESS CORPORATION	QA TESTER	75,900	CYPRESS, TX	05/23/2023	10/01/2023
ACADIA TECHNOLOGIES INC	QA TESTER	76,190	OVERLAND PARK,, KS	02/06/2023	02/06/2023
ACADIA TECHNOLOGIES INC	QA TESTER	76,190	OVERLAND PARK,, KS	02/22/2023	02/22/2023
SAI SYNERGY INC	QA TESTER	77,771	SAN ANTONIO, TX	06/18/2023	10/01/2023
